name,text,Lidor,Liora,Roee,Barak,Ania,Or,Ben,Skyler
PRES_SANDERS_ERICA,"Car repairs Home Improvements a family trip. It's not easy to afford them. Where did Marco Rubio? Do he put twenty two thousand dollars in personal expenses on a Republican party, credit card Rubio's, bad judgment caused a scandal and for funny beers rupiah refused to release the credit card records. Marco Rubio. Skipping major bumps all over the place on immigration. Bad judgment. He's just not ready to be president. Right To Rise USA  is responsible for the content of this message.",0,0,0,0,0,0,base,both
PRES_TRUMP_GREAT_AGAIN,"He was rated A+ by the NRA, not for his promises, but for defending the Second Amendment, he's a man of deep Faith who fought time and again for the right to life. He laid out a plan to destroy Isis months before Paris, you'll strengthen our border and used conservative principles to put Washington Working, Cisco house, back in order. Jeff Bush. These are the conservative you can trust to fight for our beliefs. Right To Rise USA is responsible for the content of this message.",0,0,0,0,0,0,base,both
PRES_CHRISTIE_LEADERSHIP,"The first job of the president is to protect America. Our next president must be prepared to lead. I know, Jeff. I know his good heart in his strong backbone. Jeb will unite our country. He knows how to bring the world together Against Terror. A knows when tough measures must be taken experience and judgment. Count in the Oval Office. Jeb Bush has a leader who will keep our country safe. Jeb, Bush, right? To rise. USA is responsible for the content of this message.",center,center,center,0,center,0,base,base
PRES_CLINTON_NAMES_MARCH_FIRST,"Now, it's New Hampshire's turn and All America is watching to see who we choose in this dangerous time. One man stands above. He's not flashy not rude. He steady. He's tested and proven. He's a president, which is what we need to make a strong and safe again for America. Jeb Bush, right? To rise. USA is responsible for the content of this message.  ",0,center,0,0,center,0,base,base
PRES_CLINTON_PREDATORY_PRICING_MARCH_FIFTEEN,"Plan for jobs tax cuts for the middle class, eliminate special loopholes and explosion growth and new jobs, cut taxes, grow America, right to rise. USA is responsible for the content of this message.  ",base,base,base,base,base,0,0,0
PRES_CLINTON_TAKE_ON_60,"They horrific terror attack in Paris. Then a brutal Act of Terror here at home. It's time for a tested and proven leader who won't try to contain Isis. Jeb Bush, has a plan to destroy them and keep America safe. The United States should not delay and leading a global coalition to take out Isis with overwhelming Force tested, and proven leadership matters. Jeb Bush, right sarai's, USA is responsible for the content of this mess. Siege.  ",0,base,base,0,base,base,0,0
PRES_CLINTON_THANK_YOU,"I didn't vicious freshman. Senator. Can you name any accomplishments? Maybe that's why Rubio has to rely on so many scripted lines and robotic memorized sound bites that we try to Ricky Senator with no experience, and we can't afford that risk again. Marco Rubio simply isn't ready for the biggest job in the world. Brighter eyes. USA is responsible for the content of this mess.  ",both,base,0,center,0,0,base,base
PRES_CRUZ_FIRST_PRINCIPLES,"Right. Now, America is exceptional every generation before us met the great challenges of their time. But after seven, long years of this President, we feel our country slipping away. This election is about defeating Hillary Clinton and about saving, what makes America unique. I'm Marco Rubio. I approved this message and I'm asking for your vote, so we can leave our children with our parents left us the single greatest nation, in all mankind.  ",base,base,base,0,center,0,base,base
PRES_CRUZ_NO_ONE_ELSE,"Washington is broken and both parties are to blame, but it will never get better. If we keep sending people to Washington who will say or do anything to get elected. It's time for a president who will stand up to Runaway government and fight Washington, special interests in both parties, but I have a debt to America. I can never repay.  I'm Marco Rubio, and I approved this message.",base,center,base,0,base,0,base,both
PRES_CRUZ_SAME,I'm Bernie Sanders and I approve this message.,0,base,0,base,0,base,0,0
PRES_KEEPTHEPROMISEI_RUBIO'S_FRIENDS,I'm Bernie Sanders and I approve this message.  ,0,base,base,base,base,0,0,0
PRES_KEEPTHEPROMISEI_TRUMPCARE,I'm Bernie Sanders and I approve this message.  ,0,base,0,base,0,base,0,0
PRES_MARTIN_FAILED_MUSLIM_STATES,Chicago. We have endured a corrupt political system and the chief politician standing in the way of us getting good. Schools is our man. If you have a presidential candidate that supports someone like army or you have a candidate who's not willing to take on the establishment. Bernie Sanders is definitely not afraid to take on the system head. He looks beyond that system and sees better possibilities for us. He sees that this is not the way it has to be. That is why I support Bernie Sanders. I'm Bernie Sanders and I approve this message.  ,base,base,center,0,base,base,0,center
PRES_NUMBERSUSA_JOBS_JOBS_JOBS_REV,This is everything that I have my family. I got to see my dad died on national TV. They don't know what they took from us. People are dying. We need a president that's going to talk about it. I believe early families is a protester. He's not scared to go up against the criminal justice system. He's not scared. That's why I'm from various. I'm Bernie Sanders and I approve this message.  ,0,base,0,base,0,base,0,0
PRES_OURPRINCIPLES_KNOW,"North Carolina's furniture and textile Industries, decimated by Decades of disastrous trade deals over three hundred and sixty one thousand manufacturing jobs. Lost, only one candidate for president has opposed every disastrous deal Bernie Sanders while. His opponent has flip-flopped on trade deals. Bernie has bought them and stood with American workers. He'll take on Wall Street and their trade deals because he doesn't take their money for jobs for us. Bernie. I'm Bernie Sanders and I approve this message.",0,base,base,0,base,base,0,0
PRES_PAUL_BIG_DOG,"This is everything that I have my family. Alyssa, she's six years old recently. She just wanted to borrow the parts. She asked me, did Rosa Park, not give up her seat for a white man. And I say yes, and I had to explain to her that it's not really over. This is what Mommy is my actor. This and the same thing. Martin Luther, King was he fought for our rights? This is the same thing. I was doing and honor of her pop pop. My dad's name is Eric Garner. I was able to see my dad died on national TV. They don't know what they took from us. I'm just trying to get the truth out there. He was being a loving caring, man that he was and he was learning. For a whole year has protested. I feel like a representative because I'm doing this. I'm speaking out me being his daughter. I'm never giving up. I'm never going to forget what happened to my dad. Our people died for this. Martin Luther King died for this. I'm behind anymore. Who's going to listen and speak up for her.  I think we need to believe in only the Like Bernie Sanders. It is not acceptable to me that we have seen young, black men be beaten and be killed unjustly. People are dying. This is real. This is not TV. We need a president that's going to talk about it. I want to see an America where when young black men walk down the street. They will not be harassed by police officers. They will not be killed. They will not be shot. That's why I'm for Bernie. I'm Bernie Sanders and I approve this message.  ",0,base,0,base,0,base,0,0
